id,title,acceptance_date,lact_number,status
102152,Shahardagi Bobir Mirzo ko‘chasidan Firdavsiy ko‘chasigacha bo‘lgan Mahmud Koshg‘ariy ko‘chasining bir qismini “Rim ko‘chasi” deb nomlash to‘g‘risida,04.07.2025,VII-16-82-7-107-K/25,Y
102153,Xalq deputatlari Surxondaryo viloyati Kengashining 2024-yil 27-dekabrdagi “Surxondaryo viloyatining 2025-yilgi mahalliy budjetini tasdiqlash to‘g‘risida”gi VII-3-016-8-0-K/24-sonli qaroriga o‘zgartishlar kiritish to‘g‘risida,04.07.2025,VII-11-100-8-0-K/25,Y
102154,Xalıq deputatları Qońırat rayonlıq Keńesiniń “Qońırat rayonındaǵı fermer xojalıqları hám de awıl xojalıǵı kárxanalarına 2025-jıl vegetatciya dáwirinde ajratılǵan suw limiti hám haqıyqıy alınatuǵın suw múǵdarın tastıyıqlaw haqqında”ǵı VII-9-54-13-185-K/25-sanlı qararına ózgeris kiritw haqqında,04.07.2025,VII-14-92-13-185-K/25,Y
102155,Ohangaron tumanidagi mavjud geografik obyektlarni nomlash va qayta nomlash to‘g‘risida,03.07.2025,VII-11-56-10-134-K/25,Y
102156,"Mahallalar faoliyati takomillashtirilishi munosabati Toshkent viloyatidagi mahallalarni tuzish, birlashtirish, bo‘lish va tugatish, shuningdek ularning chegaralarini belgilash hamda o‘zgartirish kiritish masalalari to‘g‘risida",03.07.2025,VII-9-85-10-0-K/25,Y
102157,Peshku tumanidagi geografik obyektlarni nomlash to‘g‘risida.,03.07.2025,VII-12-65-2-39-K/25,Y
102158,O‘zbekiston Respublikasi Prezidentining 2024-yil 5-yanvardagi “Quyi bo‘g‘inda suv resurslarini boshqarish tizimini takomillashtirish hamda suv resurslaridan foydalanish samaradorligini oshirish chora-tadbirlari to‘g‘risida”gi PQ-5-sonli qarorining tumandagi ijrosi haqida,03.07.2025,VII-7-75-8-116-K/25,Y
102159,Mirzaobod tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga qamrab olish bo‘yicha umumta’lim muassasalariga hududlarni (mikrohudud) biriktirish to‘g‘risida,02.07.2025,188-9-125-Q/25,Y
102160,Qanlıkól rayonında 2025-jıldıń suwǵarıw dáwiri ushın fermerler kesiminde egin túrlerine qarap suw limitin tastıyıqlaw haqqında,02.07.2025,VII-11-74-13-186-K/25,Y
102161,Sirdaryo viloyati hokimining 2025-yil 30-iyundagi “O‘zbekiston Respublikasi Prezidentining 2025-yil 23-iyundagi “O‘zbekiston Respublikasida mahalliy davlat hokimiyati vakillik organlari faoliyatini 2030-yilga qadar rivojlantirish konsepsiyasini tasdiqlash to‘g‘risida” PF-98-son Farmoni ijrosini ta’minlash haqida”gi 256-9-0-Q/25-sonli qarori ijrosi to‘g‘risida,02.07.2025,155-9-124-Q/25,Y
102162,Andijon tumani tarkibida yangi shaharcha tashkil etish toʻgʻrisida,02.07.2025,VII-10-151-1-0-K/25,Y
102163,Sirdaryo viloyatidagi tuman va shaharlarning maʼmuriy-hududiy chegaralarini belgilash boʻyicha amalga oshirilgan ishlarning yakuniy natijalarini koʻrib chiqish toʻgʻrisida,02.07.2025,VII-16-120-9-0-K/25,Y
102164,Respublika aholisini guruch mahsulotlari bilan uzluksiz ta’minlashning qo‘shimcha chora-tadbirlari to‘g‘risida,02.07.2025,410,Y
102165,Qanlıkól rayonında 2024-2025-jıldıń shor juwıw dáwiri ushın fermerler kesiminde egin túrlerine qarap suw limitin tastıyıqlaw haqqında,02.07.2025,VII-11-75-13-186-K/25,Y
102166,Xorijdan keltirilgan g‘o‘za urug‘liklarining genetik tozaligi bo‘yicha molekulyar-genetik tahlillar o‘tkazish yuzasidan mahalliy vakolatli laboratoriya xulosasini olish tartibi to‘g‘risidagi nizomning 10-bandiga o‘zgartirish kiritish haqida,02.07.2025,3504-1,Y
102167,Tovarlarga nisbatan imtiyozlarni qo‘llash bo‘yicha bojxona organlarining dastlabki qarorlarini berish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,01.07.2025,3634,Y
102168,Tasviriy va amaliy san’at sohasini yanada rivojlantirishga doir qo‘shimcha chora-tadbirlar to‘g‘risida,01.07.2025,PQ-212,Y
102169,Nogironligi bo‘lgan shaxslarning bandligini qo‘llab-quvvatlashning qo‘shimcha chora-tadbirlari to‘g‘risida,01.07.2025,405,Y
102170,“Jasorat maktablari”ga o‘quvchilarni qabul qilish va o‘quv-tarbiyaviy jarayonni tashkil etish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,01.07.2025,3636,Y
102171,Xalq deputatlari Navoiy viloyati Kengashining qaroriga qo‘shimcha va o‘zgartirish kiritish to‘g‘risida,01.07.2025,VII-14-77-5-0-K/25,Y
102172,Maktab yoshidaga bolalarni umumiy o‘rta ta’limga qamrab olish bo‘yicha umumta’lim muassasalariga hududlar (mikrohudud)ni biriktirish to‘g‘risida,01.07.2025,143-3-52-Q/25,Y
102173,2025 yil uchun belgilangan tuman mahalliy byudjetining sifatli ijro etilishi va mahalliy byudjetdan ajratilgan mablag‘lardan yanada samarali foydalanishni ta’minlash to‘g‘risida,01.07.2025,VII-7-68-1-16-K/25,Y
102174,Kasbiy ta’lim tashkilotlarining ishlab chiqarish ta’limi ustalarini attestatsiyadan o‘tkazish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,01.07.2025,3635,Y
102175,Toshkent arxitektura-qurilish universiteti faoliyatida ta’lim tizimi samaradorligini oshirish va ilmiy tadqiqotlarning amaliyot bilan integratsiyasini ta’minlash chora-tadbirlari to‘g‘risida,01.07.2025,PQ-209,Y
102176,Respublikada nodavlat ta’lim xizmatlari sifatini oshirishning qo‘shimcha chora-tadbirlari to‘g‘risida,30.06.2025,403,Y
102177,"Yonish va portlash xavfi bo‘lgan muhitni yuzaga keltirishi mumkin bo‘lgan kimyoviy moddalar, shuningdek, ayrim zaharli moddalar aylanmasini tartibga solishni takomillashtirish chora-tadbirlari to‘g‘risida",30.06.2025,397,Y
102178,O‘zbekiston Respublikasining “Geografik obyektlarning nomlari to‘g‘risida”gi Qonuniga muvofiq Sardoba tumanidagi ko‘chalarni nomlash va qayta nomlash  to‘g‘risida,30.06.2025,VII-13-97-9-127-K/25,Y
102179,O‘zbekiston tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,30.06.2025,219-11-161-Q/25,Y
102180,"Shomanay rayonı boyınsha 2025-jıl vegetaciya dáwirinde suwǵarıw jumısları ushın ajıratılǵan suw limitine ózgerisler kiritip, qayta tastıyıqlaw haqqında",30.06.2025,VII-10-90-13-193-K/25,Y
102181,Samarqand shahardagi mavjud mahalla fuqarolar yigʻinlari va koʻchalarini umumiy o‘rta ta’lim maktablariga mikrohududlar kesimida biriktirish toʻgʻrisida,30.06.2025,207-7-107-Q/25,Y
102182,Guliston shahrida toponomik obyektlarning nomlari sohasidagi ishlarni tartibga solish chora-tadbirlari haqida,30.06.2025,VII-13-76-9-130-K/25,Y
102183,"Tuman mahalliy budjetining 2025-yil 1-chorak ijrosi, daromadlari va xarajatlari rejasiga kiritilgan o‘zgartirishlar to‘g‘risida",30.06.2025,VII-11-63-2-41-K/25,Y
102184,O‘zbekiston Respublikasi Madaniyat vazirligi huzuridagi Davlat teatrlari va teatr-studiyalari faoliyati buyicha ixtisoslashgan badiiy-ekspert guruhlari to‘g‘risidagi nizomni tasdiqlash haqida,30.06.2025,399,Y
102185,Nogironlik pensiyasi va kompensatsiyalarni proaktiv shaklda tayinlash tartibini belgilash to‘g‘risida,30.06.2025,398,Y
102186,"Linoleum uchun yopishqoq mastikalar, nitrolaklar, nitroemallar va nitromastikalar ishlab chiqarish xodimlari uchun xavfsizlik qoidalariga o‘zgartirishlar kiritish to‘g‘risida",30.06.2025,2016-4,Y
102187,Xalqaro temir yo‘l aloqalaridagi hisob-kitoblarda temir yo‘l ma’muriyatlari o‘rtasidagi o‘zaro hisoblashishlar tartibi to‘g‘risidagi nizomga o‘zgartirishlar kiritish to‘g‘risida,30.06.2025,1696-1,Y
102188,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida,30.06.2025,400,Y
102189,Qimmatli qog‘ozlar emissiyasi va emissiyaviy qimmatli qog‘ozlar chiqarilishlarini davlat ro‘yxatidan o‘tkazish qoidalariga o‘zgartirishlar kiritish to‘g‘risida,30.06.2025,2000-12,Y
102190,“Yuk ko‘targich (minora)larni o‘rnatish va ulardan foydalanishda xavfsizlik qoidalarini tasdiqlash to‘g‘risida”gi buyruqqa o‘zgartirishlar kiritish haqida,30.06.2025,2313-3,Y
102191,Sug‘oriladigan yerlarning meliorativ holatini yaxshilash dasturlarini shakllantirish va amalga oshirish ishlarini yanada takomillashtirish chora-tadbirlari to‘g‘risida,30.06.2025,401,Y
102192,Muhandislik-kommunikatsiya tarmoqlari uchun mo‘ljallangan kollektorlardan foydalanish qoidalarini tasdiqlash to‘g‘risida,30.06.2025,402,Y
102193,Maydoni 2000 kvadrat metrgacha bo‘lgan bo‘sh turgan davlat ko‘chmas mulk obyektlarini hokim yordamchilarining onlayn buyurtmanomasiga asosan to‘g‘ridan-to‘g‘ri elektron onlayn-auksion savdolariga chiqarish tartibi to‘g‘risidagi nizomga o‘zgartirishlar kiritish haqida,30.06.2025,3372-2,Y
102194,«O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-98-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida («O‘zbekiston Respublikasining ayrim qonun hujjatlariga tafovut hamda ziddiyatlarni bartaraf etishga qaratilgan o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»),30.06.2025,1022-V,Y
102195,«O‘zbekiston Respublikasining Ma’muriy javobgarlik to‘g‘risidagi kodeksiga qo‘shimcha va o‘zgartirishlar kiritish haqida»gi QL-95-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida («O‘zbekiston Respublikasining Ma’muriy javobgarlik to‘g‘risidagi kodeksiga o‘zgartirish va qo‘shimchalar kiritish haqida»),30.06.2025,1021-V,Y
102196,«Rieltorlik faoliyati to‘g‘risida»gi QL-77-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1019-V,Y
102197,«Huquqiy eksperiment to‘g‘risida»gi QL-65-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1018-V,Y
102198,«Dala chetlarida qishloq xo‘jaligi mahsulotlarini yetishtirish tizimi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-102-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1013-V,Y
102199,O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining navbatdagi majlisini o‘tkazish to‘g‘risida,30.06.2025,1023-V,Y
102200,«O‘zbekiston Respublikasining ayrim qonun hujjatlariga valyuta hamda qimmatbaho metallar va qimmatbaho toshlar muomalasi bilan bog‘liq munosabatlarni takomillashtirishga qaratilgan o‘zgartirishlar va qo‘shimcha kiritish haqida»gi QL-94-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida («O‘zbekiston Respublikasining ayrim qonun hujjatlariga valyuta hamda qimmatbaho metallar va qimmatbaho toshlar muomalasi bilan bog‘liq munosabatlarni takomillashtirishga qaratilgan qo‘shimchalar va o‘zgartirish kiritish haqida»),30.06.2025,1020-V,Y
102201,«Bozor islohotlari va O‘zbekistonning Jahon savdo tashkilotiga a’zoligi yanada jadallashtirilishi munosabati bilan ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-108-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1017-V,Y
102202,«Bozor islohotlari va O‘zbekistonning Jahon savdo tashkilotiga a’zoligi yanada jadallashtirilishi munosabati bilan ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-108-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1016-V,Y
102203,«O‘zbekiston Respublikasining ayrim qonun hujjatlariga qurilish materiallari sohasidagi texnik jihatdan tartibga solishni yanada takomillashtirishga qaratilgan qo‘shimchalar kiritish to‘g‘risida»gi QL-107-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1015-V,Y
102204,«O‘zbekiston Respublikasining ayrim qonun hujjatlariga qurilish materiallari sohasidagi texnik jihatdan tartibga solishni yanada takomillashtirishga qaratilgan qo‘shimchalar kiritish to‘g‘risida»gi QL-107-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1014-V,Y
102205,«Rasmiy statistika sohasida davlat boshqaruvi tizimi takomillashtirilganligi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-99-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1012-V,Y
102206,O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasi Innovatsion rivojlanish va axborot texnologiyalari masalalari qo‘mitasining 2025-yil birinchi yarim yilligidagi faoliyati to‘g‘risida,30.06.2025,1025-V,Y
102207,«Rasmiy statistika sohasida davlat boshqaruvi tizimi takomillashtirilganligi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida»gi QL-99-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,30.06.2025,1011-V,Y
102208,"Xalıq deputatları Shomanay rayonlıq Keńesiniń turaqlı komissiyaları jeke quramına ózgeris kiritilip, qayta tastıyıqlaw haqqında",30.06.2025,VII-10-91-13-193-K/25,Y
102209,Mirzaobod tumani maʼmuriy-hududiy chegarasini belgilash boʻyicha amalga oshirilgan ishlarining yakuniy natijalarini tasdiqlash toʻgʻrisida,28.06.2025,VII-13-92-9-125-K/25,Y
102210,Bekobod tumani hududidagi ma’muriy-hududiy birliklar chegaralarini belgilash to‘g‘risida,28.06.2025,VII-15-75-10-135-K/25,Y
102211,Vobkent tumani mahalliy byudjetining 2025-yil I chorak ijrosi hamda daromadlar va xarajatlar rejasiga kiritilgan oʻzgartirishlar toʻgʻrisida,28.06.2025,VII-14-74-2-33-K/25,Y
102212,Vobkent tumani mahalliy byudjetining 2025-yil I chorak qoʻshimcha manbalar hisobidan amalga oshiriladigan tadbirlarga mablagʻlarni yoʻnaltirish toʻgʻrisida,28.06.2025,VII-14-75-2-33-K/25,Y
102213,“Namangan suv ta'minoti” aksiyadorlik jamiyatining ichimlik suvi ta'minoti va oqova suv xizmatlari uchun taklif etilayotgan narxlari (tariflari) to‘g‘risida,27.06.2025,VII-12-97-6-0-K/25,Y
102214,Qorovulbozor tumanining 2025-yil mahalliy budjetiga 1-chorak kiritilgan o‘zgartirishlar to‘g‘risida,27.06.2025,VII-14-71-2-38-K/25,Y
102215,Guliston shahrining maʼmuriy-hududiy chegarasini belgilash boʻyicha amalga oshirilgan ishlarining yakuniy natijalarini tasdiqlash toʻgʻrisida,27.06.2025,VII-13-74-9-130-K/25,Y
102216,Shirin shahar maʼmuriy-hududiy chegarasini belgilash boʻyicha amalga oshirilgan ishlarining yakuniy natijalarini tasdiqlash toʻgʻrisida,27.06.2025,VII-9-85-9-131-K/25,Y
102217,Geografik obyektlarga nom berish va ularni qayta nomlash to‘g‘risida,27.06.2025,VII-12-70-2-34-K/25,Y
102218,“Geologiya-qidiruv ishlari yillik dasturlarini O‘zbekiston Respublikasining Davlat budjetidan moliyalashtirish tartibi to‘g‘risidagi nizomni tasdiqlash haqida”gi qarorni o‘z kuchini yo‘qotgan deb topish to‘g‘risida,27.06.2025,2662-1,Y
102219,“Jinoyat ishini yuritish chog‘ida qamoqda saqlash to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga qamoqqa olinganlarga nisbatan qiynoqqa solish hollarining oldini olishga qaratilgan qo‘shimcha kiritish haqida,26.06.2025,O‘RQ-1072,Y
102220,Sirdaryo viloyatida ichimlik suvi taʼminoti va oqova suvining xizmat tariflari toʻgʻrisida,26.06.2025,VII-16-107-9-0-K/25,Y
102221,Zargarlik buyumlarini ishlab chiqarish sohasini qo‘llab-quvvatlash bo‘yicha qo‘shimcha chora-tadbirlar to‘g‘risida,26.06.2025,PQ-207,Y
102222,Vazirlar Mahkamasining 2017-yil 1-dekabrdagi 958-son qarori bilan tasdiqlangan O‘zbekiston Respublikasi Ichki ishlar vazirligi Akademiyasi bakalavriatining kunduzgi ta’lim shakliga nomzodlarni tanlash va o‘qishga qabul qilish tartibi to‘g‘risidagi nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,26.06.2025,392,Y
102223,Iqtisodiyot va moliya vazirligi huzuridagi G‘aznachilik xizmati qo‘mitasi hamda budjetdan tashqari Pensiya jamg‘armasi tomonidan zamonaviy xizmatlarni joriy etish chora-tadbirlari to‘g‘risida,26.06.2025,PF-105,Y
102224,Pop tumani bo‘yicha 2025-yil 1-apreldan 2025-yil 30-sentyabrga qadar  vegetatsiya davrida sug‘orish ishlari uchun ajratilgan suv limitini tasdiqlash  to‘g‘risida,26.06.2025,VII-10-70-6-84-K/25,Y
102225,Boyovut tumani maʼmuriy-hududiy chegarasini belgilash boʻyicha amalga oshirilgan ishlarining yakuniy natijalarini tasdiqlash toʻgʻrisida,26.06.2025,VII-11-74-9-123-K/25,Y
102226,O‘zbekiston tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,26.06.2025,218-11-161-Q/25,Y
102227,"Toshkent viloyati hokimining 2025-yil 5-iyundagi “Viloyatning shahar va tumanlari hududidagi 36 ta davlat organlari, muassasalari, korxonalari, fuqarolarning o‘zini-o‘zi boshqarish organlariga amalda foydalanib kelayotgan yer maydonlarini doimiy foydalanish huquqi asosida ajratib berish to‘g‘risida”gi 367-10-0-Q/25-sonli qarori to‘g‘risida",26.06.2025,198-10-212-Q/25,Y
102228,Geografik obyektlarga nom berish to‘g‘risida,26.06.2025,VII-11-80-11-156-K/25,Y
102229,O‘zbekiston Respublikasi Vazirlar Mahkamasining 2025-yil 13-maydagi “Hududlarni kompleks rivojlantirish va aholi farovonligini ta’minlash uchun kadrlarning o‘zaro tajriba almashishi va zamonaviy ish uslublarini o‘rgatishga qaratilgan chora-tadbirlar to‘g‘risida”gi 316-sonli qarori va shu yuzasidan viloyat hokimining 2025-yil 19-iyundagi 275-12-0-Q/25-sonli qarorining ijrosi haqida,26.06.2025,154-12-172-Q/25,Y
102230,O‘zbekiston Respublikasining Soliq kodeksiga qo‘shimcha va o‘zgartirishlar kiritish to‘g‘risida,26.06.2025,O‘RQ-1071,Y
102231,Voyaga yetmagan bolalarning ta’minoti uchun aliment undirish va to‘lash tizimini takomillashtirish bo‘yicha ko‘rilayotgan chora-tadbirlar yuzasidan O‘zbekiston Respublikasi Vazirlar Mahkamasiga parlament so‘rovi yuborish to‘g‘risida,26.06.2025,SQ-150-V,Y
102232,O‘zbekiston Respublikasi Markaziy bankining 2024-yildagi faoliyati to‘g‘risidagi hisoboti haqida,26.06.2025,SQ-148-V,Y
102233,Mehnat qonunchiligiga rioya qilinishi yuzasidan O‘zbekiston Respublikasi Kambag‘allikni qisqartirish va bandlik vaziri B. Zaxidovga parlament so‘rovi yuborish haqida,26.06.2025,SQ-149-V,Y
102234,Qashqadaryo viloyati hokimining 2025 yil 19 iyundagi “Viloyatda haqiriluvchilarni tanlab olish ishlarini tashkil etish va ularni mahsus qo‘shin turlariga dastlabki saralab olish tadbirlarini tashkil etish to‘g‘risida”gi 321-4-0-Q/25-sonli qarori haqida,25.06.2025,188-4-60-Q/25,Y
102235,Qiziltepa tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini tasdiqlash to‘g‘risida,25.06.2025,156-5-72-Q/25,Y
102236,Maktab yoshidagi bolalarni majburiy ta’limga jalb  etish maqsadida Beshariq tumanida har bir ta’lim muassasalarini hudud va mikrohududlarga biriktirish to`g`risida,25.06.2025,142-11-153-Q/25,Y
102237,"Amalga oshirilayotgan islohotlar natijadorligi, hududlarda ishlarning borishi, aholini o‘ylantirayotgan masalalarga yechim topish yuzasidan O‘zbekiston Respublikasi Prezidenti Sh.M. Mirziyoyev tomonidan belgilab berilgan ustuvor yo‘nalishlardan kelib chiqib, Oliy Majlis Senati hamda xalq deputatlari mahalliy Kengashlari oldida turgan birinchi darajali vazifalar to‘g‘risida",25.06.2025,SQ-139-V,Y
102238,“Tashqi mehnat migratsiyasi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,25.06.2025,SQ-143-V,Y
102239,SHNQ 1.04.01-23 “Bino va inshootlarning texnik holatini o‘rganish va monitoring qilish tartibi” shaharsozlik normalari va qoidalariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida,24.06.2025,01/2-37,Y
102240,Bojxona yuk deklaratsiyasini to‘ldirish tartibi to‘g‘risidagi yo‘riqnomaga o‘zgartirish va qo‘shimchalar kiritish haqida,24.06.2025,2773-12,Y
102241,Muborak tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,24.06.2025,241-4-64-Q/25,Y
102242,"Karantin ostidagi mahsulotni olib qo‘yish, qaytarib yuborish va yo‘q qilish tartibi to‘g‘risidagi nizomning 1-bandiga o‘zgartirish kiritish haqida",24.06.2025,3191-3,Y
102243,Xalq deputatlari Surxondaryo viloyati Kengashining 2025-yil 17-martdagi “Xalq deputatlari viloyat Kengashining 2025-yil 18-fevraldagi “Surxondaryo viloyati budjetining 2025-yil boshida shakllangan erkin qoldiq mablag‘lari hisobidan mablag‘ ajratish to‘g‘risida”gi VII-5-30-8-0-K/25-son qaroriga o‘zgartirish kiritish hamda viloyat mahalliy budjetiga respublika budjetidan ajratilgan ssuda mablag‘lar hisobidan mablag‘ ajratish to‘g‘risida”gi   VII-8-41-8-0-K/25-sonli qarori ijrosini ta’minlash to‘g‘risida,24.06.2025,VII-9-69-8-110-K/25,Y
102244,Turizm obyektlari hamda joylashtirish vositalarida atrof-muhitga salbiy ta’siri kamaytirilgan mahsulotlardan foydalanish va ekologik talablarga muvofiq ko‘rsatiladigan xizmatlarni rag‘batlantirish chora-tadbirlari to‘g‘risida,24.06.2025,385,Y
102245,Texnik etil spirtini ishlab chiqarish xodimlari uchun xavfsizlik qoidalariga o‘zgartirishlar kiritish to‘g‘risida,24.06.2025,2015-4,Y
